brand,product_line,sub_range,shade_code,display_code,shade_name,level,tone_code,shade_category,source_key,evidence_status,confidence
Schwarzkopf Professional,IGORA ROYAL Core,,9-65,9-65,,9.0,65,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Core,,8-65,8-65,,8.0,65,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Core,,7-65,7-65,,7.0,65,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Core,,6-65,6-65,,6.0,65,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Core,,5-65,5-65,,5.0,65,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Core,,4-65,4-65,,4.0,65,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Core,,3-65,3-65,,3.0,65,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Core,,6-68,6-68,,6.0,68,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Core,,5-68,5-68,,5.0,68,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Core,,4-68,4-68,,4.0,68,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Core,,3-68,3-68,,3.0,68,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Core,,9-7,9-7,,9.0,7,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Core,,8-77,8-77,,8.0,77,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Core,,7-77,7-77,,7.0,77,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Core,,6-77,6-77,,6.0,77,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Core,,5-7,5-7,,5.0,7,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Core,,6-88,6-88,,6.0,88,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Core,,5-88,5-88,,5.0,88,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Core,,4-88,4-88,,4.0,88,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Core,,9-98,9-98,,9.0,98,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Core,,6-99,6-99,,6.0,99,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Core,,4-99,4-99,,4.0,99,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Core,,5-99,5-99,,5.0,99,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Highlifts,,12-0,12-0,,12.0,0,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Highlifts,,12-1,12-1,,12.0,1,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Highlifts,,12-11,12-11,,12.0,11,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Highlifts,,12-19,12-19,,12.0,19,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Highlifts,,12-2,12-2,,12.0,2,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Highlifts,,12-4,12-4,,12.0,4,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Highlifts,,10-0,10-0,,10.0,0,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Highlifts,,10-1,10-1,,10.0,1,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Highlifts,,10-4,10-4,,10.0,4,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Specialties,,0-55,0-55,,,55,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Specialties,,0-77,0-77,,,77,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Specialties,,0-88,0-88,,,88,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Specialties,,0-89,0-89,,,89,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Specialties,,0-99,0-99,,,99,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Specialties,,E-0,E-0,,,0,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Specialties,,E-1,E-1,,,1,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Specialties,,D-0,D-0,,,0,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Specialties,,0-11,0-11,,,11,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Specialties,,0-22,0-22,,,22,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Specialties,,0-33,0-33,,,33,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Specialties,,9.5-1,9.5-1,,9.0,1,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Specialties,,9.5-22,9.5-22,,9.0,22,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Specialties,,9.5-4,9.5-4,,9.0,4,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Specialties,,9.5-49,9.5-49,,9.0,49,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Specialties,,9.5-18,9.5-18,,9.0,18,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Specialties,,9.5-17,9.5-17,,9.0,17,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Absolutes,,9-40,9-40,,9.0,40,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Absolutes,,9-50,9-50,,9.0,50,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Absolutes,,8-50,8-50,,8.0,50,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Absolutes,,7-50,7-50,,7.0,50,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Absolutes,,5-50,5-50,,5.0,50,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Absolutes,,9-60,9-60,,9.0,60,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Absolutes,,7-60,7-60,,7.0,60,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Absolutes,,6-60,6-60,,6.0,60,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Absolutes,,5-60,5-60,,5.0,60,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Absolutes,,4-60,4-60,,4.0,60,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Absolutes,,7-70,7-70,,7.0,70,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Absolutes,,6-70,6-70,,6.0,70,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Absolutes,,6-80,6-80,,6.0,80,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Absolutes,,5-80,5-80,,5.0,80,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Absolutes,,4-90,4-90,,4.0,90,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Fashion Lights,,L-00,L-00,,,00,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Fashion Lights,,L-44,L-44,,,44,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Fashion Lights,,L-57,L-57,,,57,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Fashion Lights,,L-77,L-77,,,77,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Fashion Lights,,L-88,L-88,,,88,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Schwarzkopf Professional,IGORA ROYAL Fashion Lights,,L-89,L-89,,,89,,schwarzkopf_professional_igora_royal_assortment_shade_chart_p4_5,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,10.8,10.8/10Gy,,10.0,8,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,9.8,9.8/9Gy,,9.0,8,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,8.8,8.8/8Gy,,8.0,8,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,6.8,6.8/6G,,6.0,8,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,6.7,6.7/6Gr,,6.0,7,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,5.7,5.7/5Gr,,5.0,7,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,7.7,7.7/7Gr,,7.0,7,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,10.82,10.82/10GyV,,10.0,82,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,9.82,9.82/9GyV,,9.0,82,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,8.82,8.82/8GyV,,8.0,82,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,6.82,6.82/6GyV,,6.0,82,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,6.12,6.12/6BV,,6.0,12,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,4.1,4.1/4B,,4.0,1,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,4.17,4.17/4BGr,,4.0,17,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,5.13,5.13/5BG,,5.0,13,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,6.1,6.1/6B,,6.0,1,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,2.1,2.1/2B,,2.0,1,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,8.1,8.1/8B,,8.0,1,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,10.1,10.1/10B,,10.0,1,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,10.12,10.12/10BV,,10.0,12,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,10.13,10.13/10BG,,10.0,13,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,9.13,9.13/9BG,,9.0,13,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,9.1,9.1/9B,,9.0,1,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,8.12,8.12/8BV,,8.0,12,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,6.17,6.17/6BGr,,6.0,17,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,6.13,6.13/6BG,,6.0,13,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,7.13,7.13/7BG,,7.0,13,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,4.2,4.2/4V,,4.0,2,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,6.2,6.2/6V,,6.0,2,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,9.2,9.2/9V,,9.0,2,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,10.2,10.2/10V,,10.0,2,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,8.2,8.2/8V,,8.0,2,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,9.21,9.21/9VB,,9.0,21,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,10.21,10.21/10VB,,10.0,21,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,8.21,8.21/8VB,,8.0,21,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,7.21,7.21/7VB,,7.0,21,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,10.24,10.24/10VC,,10.0,24,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,8.24,8.24/8VC,,8.0,24,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,2.0,2.0/2N,,2.0,0,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,9.0,9.0/9N,,9.0,0,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,8.0,8.0/8N,,8.0,0,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,7.0,7.0/7N,,7.0,0,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
Moroccanoil,Color Rhapsody Permanent / Color Calypso Demi-Permanent,,6.0,6.0/6N,,6.0,0,,moroccanoil_moroccanoil_shade_guide_p20_22,manufacturer_stated,confirmed
